SA2_code_number,SA2_name,Area,Population_density_2024,SA2_code
124011450,Blaxland - Warrimoo - Lapstone,29.7,648.00,124011450
124011451,Blue Mountains - North,595,0.00,124011451
124011452,Katoomba - Leura,40.9,328.80,124011452
124011453,Lawson - Hazelbrook - Linden,46.9,245.50,124011453
124011454,Springwood - Winmalee,69.7,317.80,124011454
124011455,Wentworth Falls,21,306.00,124011455
124021456,Blue Mountains - South,2456.9,0.00,124021456
124031457,Cambridge Park,6.6,2484.10,124031457
124031459,Emu Plains - Leonay,13.8,1002.50,124031459
124031460,Glenmore Park - Regentville,9.2,2303.70,124031460
124031461,Jamisontown - South Penrith,9,1950.40,124031461
124031462,Kingswood - Werrington,14,1940.10,124031462
124031463,Mulgoa - Luddenham - Orchard Hills,158.7,82.70,124031463
124031464,Penrith,10.4,1908.00,124031464
124031465,Warragamba - Silverdale,63.6,115.00,124031465
124031707,Cranebrook - Castlereagh,48.9,354.30,124031707
124031708,Jordan Springs - Llandilo,22.6,675.90,124031708
124041466,Richmond - Clarendon,74.7,218.40,124041466
124041467,Windsor - Bligh Park,22.7,679.00,124041467
124041468,Yarramundi - Londonderry,81.4,94.40,124041468
124051469,Erskine Park,8.4,769.40,124051469
124051470,St Clair,7.2,2828.80,124051470
124051580,Colyton - Oxley Park,4.7,2944.30,124051580
124051581,St Marys - North St Marys,12.9,1446.20,124051581
125011475,Rookwood Cemetery,3,1.70,125011475
125011582,Auburn - Central,3.7,5701.90,125011582
125011583,Auburn - North,2.1,5731.20,125011583
125011584,Auburn - South,2.4,3837.50,125011584
125011585,Berala,2.1,4248.30,125011585
125011586,Lidcombe,6.4,3739.90,125011586
125011587,Regents Park,2,2608.10,125011587
125011709,Silverwater - Newington,3.9,2359.70,125011709
125011710,Wentworth Point - Sydney Olympic Park,7.3,3210.10,125011710
125021477,Ermington - Rydalmere,9.9,2685.10,125021477
125021478,Oatlands - Dundas Valley,6.1,3171.30,125021478
125021711,Carlingford - East,3.7,3215.80,125021711
125021712,Carlingford - West,6,3424.30,125021712
125031479,Chester Hill - Sefton,7.3,2985.00,125031479
125031480,Fairfield - East,5.7,2837.40,125031480
125031481,Granville - Clyde,5.6,4451.40,125031481
125031483,Guildford - South Granville,6.8,3500.00,125031483
125031484,Guildford West - Merrylands West,5.5,4492.60,125031484
125031486,Smithfield Industrial,4.3,3.00,125031486
125031487,Yennora Industrial,2.1,6.30,125031487
125031713,Greystanes - South,5.7,2994.70,125031713
125031714,Merrylands - Holroyd,5,5210.90,125031714
125031715,Pemulwuy - Greystanes (North),7.4,1495.00,125031715
125031716,South Wentworthville,1.8,4319.70,125031716
125041489,North Parramatta,7.1,3346.10,125041489
125041490,North Rocks,5.4,1616.80,125041490
125041491,Northmead,5.9,3658.50,125041491
125041493,Toongabbie - Constitution Hill,7.5,3186.80,125041493
125041494,Winston Hills,4.3,2577.60,125041494
125041588,Pendle Hill - Girraween,4.5,3211.50,125041588
125041589,Wentworthville - Westmead,3.9,6013.50,125041589
125041717,Parramatta - North,2.2,6450.80,125041717
125041718,Parramatta - South,1.4,8004.50,125041718
125041719,Rosehill - Harris Park,4.9,2067.50,125041719
126011496,Pennant Hills - Cheltenham,13.3,1666.00,126011496
126011720,Epping (East) - North Epping,4.4,3555.40,126011720
126011721,Epping (NSW) - West,4.5,4370.20,126011721
126021498,Gladesville - Huntleys Point,4.7,3403.80,126021498
126021499,Hunters Hill - Woolwich,4.2,2443.40,126021499
126021500,Macquarie Park - Marsfield,10.7,2626.10,126021500
126021501,North Ryde - East Ryde,6.2,2613.30,126021501
126021503,West Ryde - Meadowbank,4.8,4554.60,126021503
126021590,Putney,1.5,2751.70,126021590
126021722,Denistone,2.5,2826.40,126021722
126021723,Eastwood,5.3,3783.10,126021723
126021724,Ryde - North,5.7,3766.70,126021724
126021725,Ryde - South,1.6,8366.30,126021725
127011504,Ashcroft - Busby - Miller,5.5,3335.90,127011504
127011505,Austral - Greendale,110.7,175.50,127011505
127011592,Badgerys Creek,17.6,1.30,127011592
127011593,Cecil Hills,3.7,1827.20,127011593
127011594,Green Valley,3.2,3982.00,127011594
127011595,Hinchinbrook,5.2,2494.70,127011595
127011596,Hoxton Park - Carnes Hill - Horningsea Park,4.1,3400.20,127011596
127011597,West Hoxton - Middleton Grange,9.3,1926.00,127011597
127011726,Cobbitty - Bringelly,73.9,78.20,127011726
127011727,Gledswood Hills - Gregory Hills,8.7,2223.90,127011727
127011728,Leppington - Catherine Field,36.4,534.30,127011728
127011729,Oran Park,13.2,1815.80,127011729
127021509,Bonnyrigg Heights - Bonnyrigg,5.2,3357.50,127021509
127021510,Bossley Park - Abbotsbury,9.5,2072.90,127021510
127021511,Cabramatta - Lansvale,7.6,3208.50,127021511
127021512,Cabramatta West - Mount Pritchard,5.3,3469.30,127021512
127021513,Canley Vale - Canley Heights,5.4,4147.80,127021513
127021514,Edensor Park,3.1,3292.50,127021514
127021515,Fairfield,4.2,4501.70,127021515
127021516,Fairfield - West,4.7,4694.70,127021516
127021517,Greenfield Park - Prairiewood,3.6,2418.70,127021517
127021518,Horsley Park - Kemps Creek,56.3,74.50,127021518
127021519,Smithfield - Wetherill Park,6.6,3044.00,127021519
127021520,St Johns Park - Wakeley,3.6,3095.50,127021520
127021521,Wetherill Park Industrial,8.6,4.60,127021521
127031522,Casula,7.1,2375.70,127031522
127031523,Chipping Norton - Moorebank,14.5,1508.00,127031523
127031524,Holsworthy - Wattle Grove,73.7,288.60,127031524
127031599,Lurnea - Cartwright,3.5,3900.80,127031599
127031601,Warwick Farm,4.7,1393.90,127031601
127031730,Edmondson Park,6.1,2793.50,127031730
127031731,Liverpool - East,2.3,9009.30,127031731
127031732,Liverpool - West,4.1,3667.30,127031732
127031733,Prestons,9.2,1682.90,127031733
128011529,Gymea - Grays Point,5.8,3216.20,128011529
128011530,Miranda - Yowie Bay,6,3736.30,128011530
128011531,Sylvania - Taren Point,6.1,2728.30,128011531
128011602,Caringbah,4,3443.80,128011602
128011603,Caringbah South,4.1,3318.50,128011603
128011604,Cronulla - Kurnell - Bundeena,25.1,1011.70,128011604
128011605,Lilli Pilli - Port Hacking - Dolans Bay,1.3,2649.10,128011605
128011606,Woolooware - Burraneer,3.3,2864.90,128011606
128021533,Heathcote - Waterfall,27.6,243.00,128021533
128021534,Illawong - Alfords Point,7.3,1451.50,128021534
128021535,Menai - Lucas Heights - Woronora,33.4,625.70,128021535
128021536,Oyster Bay - Como - Jannali,8.9,2557.20,128021536
128021537,Royal National Park,139.3,0.30,128021537
128021538,Sutherland - Kirrawee,7.8,3152.40,128021538
128021607,Engadine,9,1979.00,128021607
128021608,Loftus - Yarrawarrah,3.8,1931.50,128021608
128021609,Woronora Heights,3.1,1146.80,128021609
201011001,Alfredton,52.7,381.90,201011001
201011002,Ballarat,12.4,951.10,201011002
201011005,Buninyong,51.6,142.60,201011005
201011006,Delacombe,34.2,417.80,201011006
201011007,Smythes Creek,104.7,40.80,201011007
201011008,Wendouree - Miners Rest,67.6,230.40,201011008
201011481,Ballarat East - Warrenheip,19.2,505.70,201011481
201011482,Ballarat North - Invermay,73.1,207.40,201011482
201011483,Canadian - Mount Clear,22.3,559.30,201011483
201011484,Sebastopol - Redan,10.6,1213.40,201011484
201021009,Bacchus Marsh Surrounds,1038.8,6.50,201021009
201021010,Creswick - Clunes,856.8,9.30,201021010
201021011,Daylesford,920.8,11.10,201021011
201021012,Gordon (Vic.),850.3,7.70,201021012
201031013,Avoca,1714.2,2.10,201031013
201031014,Beaufort,1863,2.60,201031014
201031015,Golden Plains - North,922.1,5.40,201031015
201031016,Maryborough (Vic.),45.5,180.70,201031016
201031017,Maryborough Surrounds,1627.6,3.50,201031017
202011018,Bendigo,16.1,901.70,202011018
202011019,California Gully - Eaglehawk,32.9,410.00,202011019
202011020,East Bendigo - Kennington,17.1,817.70,202011020
202011021,Flora Hill - Spring Gully,13.2,724.50,202011021
202011022,Kangaroo Flat - Golden Square,40.9,523.60,202011022
202011023,Maiden Gully,43,135.90,202011023
202011024,Strathfieldsaye,56.4,203.50,202011024
202011025,White Hills - Ascot,67.8,231.50,202011025
202021026,Bendigo Surrounds - South,796.9,11.30,202021026
202021027,Castlemaine,83.9,137.50,202021027
202021028,Castlemaine Surrounds,1515,6.30,202021028
202021029,Heathcote,756.8,7.00,202021029
202021030,Kyneton,556.5,19.10,202021030
202021031,Woodend,211.9,37.90,202021031
202031032,Bendigo Surrounds - North,1440.2,3.70,202031032
202031033,Loddon,6193.3,1.20,202031033
203011034,Bannockburn,192.1,43.20,203011034
203011035,Golden Plains - South,1484.5,5.90,203011035
203011036,Winchelsea,903.3,7.70,203011036
203021037,Belmont,9.4,1615.60,203021037
203021039,Geelong,12.8,1071.70,203021039
203021040,Geelong West - Hamlyn Heights,32,691.60,203021040
203021042,Highton,40.6,631.00,203021042
203021043,Lara,588.6,39.00,203021043
203021044,Leopold,27.9,492.50,203021044
203021045,Newcomb - Moolap,43.3,350.60,203021045
203021046,Newtown (Vic.),5.8,1793.50,203021046
203021047,North Geelong - Bell Park,21.9,716.50,203021047
203021485,Charlemont,18.1,774.20,203021485
203021486,Corio - Lovely Banks,74.4,249.00,203021486
203021487,Grovedale - Mount Duneed,37.6,739.10,203021487
203021488,Norlane,6.5,1383.20,203021488
203031048,Clifton Springs,65.1,272.20,203031048
203031049,Lorne - Anglesea,448,14.00,203031049
203031051,Portarlington,71.9,147.90,203031051
203031052,Point Lonsdale - Queenscliff,61.7,95.50,203031052
203031053,Torquay,126.3,209.20,203031053
203031489,Barwon Heads - Armstrong Creek,88.2,163.50,203031489
203031490,Ocean Grove,68.8,298.20,203031490
204011054,Alexandra,2119,3.20,204011054
204011055,Euroa,2057.9,3.40,204011055
204011056,Kilmore - Broadford,461.5,35.80,204011056
204011057,Mansfield (Vic.),3927.9,2.80,204011057
204011058,Nagambie,1294.3,3.70,204011058
204011059,Seymour,79.3,86.40,204011059
204011060,Seymour Surrounds,1688.8,2.70,204011060
204011061,Upper Yarra Valley,856.3,0.30,204011061
204011062,Yea,1474.3,2.90,204011062
204021063,Benalla,315.3,34.50,204021063
204021064,Benalla Surrounds,2105.3,1.80,204021064
204021065,Rutherglen,479.8,8.70,204021065
204021066,Wangaratta,57.6,348.50,204021066
204021067,Wangaratta Surrounds,3587.5,2.80,204021067
204031068,Beechworth,371.3,13.40,204031068
204031069,Bright - Mount Beauty,4253.7,2.10,204031069
204031070,Chiltern - Indigo Valley,513.1,6.40,204031070
204031071,Myrtleford,553.4,8.40,204031071
204031072,Towong,6668.9,0.90,204031072
204031073,West Wodonga,153.9,101.70,204031073
204031075,Yackandandah,708.2,7.70,204031075
204031491,Baranduda - Leneva,248.8,57.40,204031491
204031492,Wodonga,30.3,490.90,204031492
205011076,Drouin,326.8,66.70,205011076
205011077,Mount Baw Baw Region,2753.3,2.40,205011077
205011078,Trafalgar (Vic.),501.5,17.10,205011078
205011079,Warragul,352.2,70.70,205011079
205021080,Alps - East,2071.3,0.00,205021080
205021081,Bairnsdale,155,101.90,205021081
205021082,Bruthen - Omeo,7377.4,1.20,205021082
205021083,Lake King,93.9,0.00,205021083
205021084,Lakes Entrance,214,52.80,205021084
205021085,Orbost,11383.7,0.60,205021085
205021086,Paynesville,417.9,17.10,205021086
205031087,Foster,1498.8,6.40,205031087
205031088,French Island,170.2,0.80,205031088
205031089,Korumburra,600.7,16.60,205031089
205031090,Leongatha,801,14.60,205031090
205031091,Phillip Island,100.6,144.60,205031091
205031092,Wilsons Promontory,481.5,0.00,205031092
205031093,Wonthaggi - Inverloch,728.8,39.50,205031093
205041094,Churchill,796.5,15.30,205041094
205041095,Moe - Newborough,105.3,166.30,205041095
205041096,Morwell,85.5,169.90,205041096
205041098,Yallourn North - Glengarry,342.7,14.40,205041098
205041493,Traralgon - East,108.3,113.20,205041493
205041494,Traralgon - West,41.3,416.60,205041494
205051099,Alps - West,2955.7,0.00,205051099
205051100,Longford - Loch Sport,1610.8,3.10,205051100
205051101,Maffra,2532.3,6.10,205051101
205051102,Rosedale,968.5,5.10,205051102
205051103,Sale,45.6,337.40,205051103
205051104,Yarram,1931.9,2.90,205051104
206011106,Brunswick East,2.2,6659.00,206011106
206011107,Brunswick West,3.2,4920.30,206011107
206011109,Pascoe Vale South,3,3636.70,206011109
206011495,Brunswick - North,2.4,6058.30,206011495
206011496,Brunswick - South,2.7,5557.20,206011496
206011497,Coburg - East,3.7,3727.10,206011497
206011498,Coburg - West,3.2,4654.00,206011498
206021110,Alphington - Fairfield,2.9,3357.70,206021110
206021112,Thornbury,5,3998.60,206021112
206021499,Northcote - East,3.5,4531.20,206021499
206021500,Northcote - West,2.6,4162.10,206021500
206031113,Ascot Vale,3.8,4211.00,206031113
206031115,Flemington,1.6,6509.40,206031115
206031116,Moonee Ponds,4.4,4092.40,206031116
206031501,Essendon (West) - Aberfeldie,4.9,3509.40,206031501
206031502,Essendon - East,3.6,3642.30,206031502
206041117,Carlton,1.8,13170.90,206041117
206041118,Docklands,2.4,7597.00,206041118
206041119,East Melbourne,2.9,1800.80,206041119
206041120,Flemington Racecourse,1.7,45.60,206041120
206041121,Kensington (Vic.),2.1,5449.00,206041121
206041124,Parkville,4,2048.10,206041124
206041125,South Yarra - West,1.5,4622.30,206041125
206041127,West Melbourne - Industrial,6.2,0.00,206041127
206041503,Melbourne CBD - East,0.8,17078.60,206041503
206041504,Melbourne CBD - North,0.6,41985.40,206041504
206041505,Melbourne CBD - West,1,21418.80,206041505
206041506,North Melbourne,2.4,7926.80,206041506
206041507,Royal Botanic Gardens Victoria,1.4,0.00,206041507
206041508,Southbank (West) - South Wharf,0.8,9258.50,206041508
206041509,Southbank - East,0.8,24164.20,206041509
206041510,West Melbourne - Residential,0.8,11278.00,206041510
206051128,Albert Park,4.7,3676.00,206051128
206051129,Elwood,2.6,6251.90,206051129
206051130,Port Melbourne,2.8,6052.90,206051130
206051134,St Kilda East,2.4,7181.30,206051134
206051511,Port Melbourne Industrial,7.6,341.60,206051511
206051512,South Melbourne,1.9,6834.90,206051512
206051513,St Kilda - Central,1.5,8926.80,206051513
206051514,St Kilda - West,2.4,6794.00,206051514
206061135,Armadale,2.2,4578.40,206061135
206061136,Prahran - Windsor,2.9,7203.40,206061136
206061138,Toorak,4.3,3123.50,206061138
206061515,South Yarra - North,1.2,11656.10,206061515
206061516,South Yarra - South,1.3,7835.30,206061516
206071139,Abbotsford,1.7,5914.40,206071139
206071140,Carlton North - Princes Hill,2.3,3796.10,206071140
206071141,Collingwood,1.3,8797.10,206071141
206071142,Fitzroy,1.4,8697.30,206071142
206071143,Fitzroy North,2.5,5477.60,206071143
206071145,Clifton Hill - Alphington,5.2,2167.80,206071145
206071517,Richmond (South) - Cremorne,4.3,4483.50,206071517
206071518,Richmond - North,1.9,7965.00,206071518
207011146,Ashburton (Vic.),2.8,2962.30,207011146
207011147,Balwyn,5.6,3037.70,207011147
207011148,Balwyn North,8.8,2522.80,207011148
207011149,Camberwell,7.3,3033.50,207011149
207011150,Glen Iris - East,5.7,3074.00,207011150
207011152,Hawthorn East,3.8,4528.80,207011152
207011154,Kew East,4,1688.50,207011154
207011155,Surrey Hills (West) - Canterbury,5.7,2846.20,207011155
207011519,Hawthorn - North,2.5,4405.90,207011519
207011520,Hawthorn - South,3.2,4191.50,207011520
207011521,Kew - South,4.3,2856.90,207011521
207011522,Kew - West,6.2,2201.90,207011522
207021156,Bulleen,6.7,1763.10,207021156
207021157,Doncaster,8.8,3180.40,207021157
207021159,Templestowe,16.1,1083.70,207021159
207021160,Templestowe Lower,5.9,2460.50,207021160
207021424,Doncaster East - North,6.4,2553.80,207021424
207021425,Doncaster East - South,4.8,3504.30,207021425
207031161,Blackburn,8.6,2726.80,207031161
207031162,Blackburn South,3.6,3080.40,207031162
207031163,Box Hill,7,3803.00,207031163
207031164,Box Hill North,6.2,3130.30,207031164
207031165,Burwood (Vic.),5,2960.40,207031165
207031166,Burwood East,4.3,2900.80,207031166
207031167,Surrey Hills (East) - Mont Albert,3.3,3234.80,207031167
208011168,Beaumaris,6,2416.60,208011168
208011169,Brighton (Vic.),8.2,2939.70,208011169
208011170,Brighton East,5.6,3077.80,208011170
208011171,Highett (West) - Cheltenham,5.3,2462.10,208011171
208011172,Hampton,5.7,3378.90,208011172
208011173,Sandringham - Black Rock,6.4,2802.80,208011173
208021174,Bentleigh - McKinnon,6.2,4309.80,208021174
208021176,Carnegie,3.8,5494.30,208021176
208021177,Caulfield - North,6.4,3814.50,208021177
208021178,Caulfield - South,4.7,4001.00,208021178
208021179,Elsternwick,2.9,4460.80,208021179
208021180,Hughesdale,2,4024.90,208021180
208021181,Murrumbeena,2.5,3994.40,208021181
208021182,Ormond - Glen Huntly,2.9,5017.20,208021182
208021426,Bentleigh East - North,4.6,3816.80,208021426
208021427,Bentleigh East - South,4.6,3219.10,208021427
208031183,Aspendale Gardens - Waterways,5.3,1714.40,208031183
208031184,Braeside,9.1,3.10,208031184
208031185,Carrum - Patterson Lakes,5.8,2136.80,208031185
208031186,Chelsea - Bonbeach,5.4,2928.60,208031186
208031187,Chelsea Heights,3.2,1707.20,208031187
208031188,Highett (East) - Cheltenham,8.7,2960.30,208031188
208031189,Edithvale - Aspendale,5.1,2774.70,208031189
208031190,Mentone,4.5,3143.10,208031190
208031191,Moorabbin - Heatherton,11.7,829.80,208031191
208031192,Moorabbin Airport,3.1,8.50,208031192
208031193,Mordialloc - Parkdale,8,2789.70,208031193
208041194,Malvern - Glen Iris,6.2,3522.20,208041194
208041195,Malvern East,7.6,3137.20,208041195
209011196,Bundoora - East,4.1,2512.90,209011196
209011197,Greensborough,10.1,2113.20,209011197
209011198,Heidelberg - Rosanna,6.4,2654.70,209011198
209011199,Heidelberg West,6.7,2496.30,209011199
209011200,Ivanhoe,5,2604.30,209011200
209011201,Ivanhoe East - Eaglemont,4.3,1893.90,209011201
209011202,Montmorency - Briar Hill,12,1409.80,209011202
209011203,Viewbank - Yallambie,10.2,1856.70,209011203
209011204,Watsonia,3.8,2514.20,209011204
209021205,Kingsbury,9,1388.30,209021205
209021428,Preston - East,7.7,2917.20,209021428
209021429,Preston - West,3.6,3775.30,209021429
209021523,Reservoir - North East,4.8,3336.70,209021523
209021524,Reservoir - North West,4.5,2171.00,209021524
209021525,Reservoir - South East,4.2,3320.70,209021525
209021526,Reservoir - South West,5.6,2695.40,209021526
209031209,Eltham,19.5,1208.60,209031209
209031210,Hurstbridge,14.8,238.50,209031210
209031211,Kinglake,319.5,13.80,209031211
209031212,Panton Hill - St Andrews,292.2,17.60,209031212
209031213,Plenty - Yarrambat,29.1,330.00,209031213
209031214,Research - North Warrandyte,49.8,141.30,209031214
209031215,Wattle Glen - Diamond Creek,26.8,551.80,209031215
209041216,Bundoora - North,4.7,1697.80,209041216
209041217,Bundoora - West,2.6,2633.50,209041217
209041220,Mill Park - North,8.1,2176.20,209041220
209041221,Mill Park - South,4.9,2296.60,209041221
209041223,Thomastown,14.7,1398.60,209041223
209041224,Wallan,507.7,56.00,209041224
209041225,Whittlesea,298,53.10,209041225
209041431,Epping - East,7.8,1736.60,209041431
209041432,Epping - South,15.9,530.10,209041432
209041433,Epping (Vic.) - West,7.4,1754.00,209041433
209041435,South Morang - North,13.7,953.40,209041435
209041436,South Morang - South,7.7,1664.30,209041436
209041437,Wollert,53.9,623.10,209041437
209041527,Doreen - North,9.4,1825.50,209041527
209041528,Doreen - South,5,2351.50,209041528
209041529,Lalor - East,3.3,3067.80,209041529
209041530,Lalor - West,8.7,1594.80,209041530
209041531,Mernda - North,15.2,792.20,209041531
209041532,Mernda - South,8.6,1567.90,209041532
210011226,Airport West,3.7,2324.80,210011226
210011227,Essendon Airport,3.4,4.20,210011227
210011228,Keilor,17.5,496.90,210011228
210011230,Niddrie - Essendon West,2.8,2827.60,210011230
210011231,Strathmore,4.1,2523.20,210011231
210011533,Avondale Heights,5.4,2370.60,210011533
210011534,Keilor East,5.5,2826.50,210011534
210021232,Gisborne,211.1,73.10,210021232
210021233,Macedon,73,49.90,210021233
210021234,Riddells Creek,83.4,54.60,210021234
210021235,Romsey,624.7,18.40,210021235
210031236,Coburg North,4.9,1831.70,210031236
210031237,Fawkner,5.1,2942.10,210031237
210031439,Gowanbrae,1.5,2094.60,210031439
210031440,Hadfield,3.1,2181.50,210031440
210031535,Glenroy - East,6.2,2518.70,210031535
210031536,Glenroy - West,2.6,3667.30,210031536
210031537,Oak Park,2.4,3606.80,210031537
210031538,Pascoe Vale,4.6,3980.60,210031538
210041240,Sunbury,129.5,114.30,210041240
210041539,Diggers Rest,51.9,134.30,210041539
210041540,Sunbury - South,41.4,405.80,210041540
210041541,Sunbury - West,37.8,301.70,210041541
210051242,Broadmeadows,8.8,1675.10,210051242
210051243,Campbellfield - Coolaroo,18.2,903.80,210051243
210051245,Gladstone Park - Westmeadows,13.9,1310.60,210051245
210051246,Greenvale - Bulla,95.9,268.20,210051246
210051247,Meadow Heights,4.6,3234.50,210051247
210051248,Melbourne Airport,30.4,4.30,210051248
210051250,Tullamarine,3.9,1738.60,210051250
210051441,Craigieburn - Central,4,2068.00,210051441
210051442,Craigieburn - North,13.4,964.80,210051442
210051443,Craigieburn - South,11.9,2021.60,210051443
210051445,Mickleham - Yuroke,70.8,499.30,210051445
210051542,Craigieburn - North West,1.9,5832.90,210051542
210051543,Craigieburn - West,4.1,3609.70,210051543
210051544,Roxburgh Park (South) - Somerton,8.9,1096.30,210051544
210051545,Roxburgh Park - North,3.4,4519.00,210051545
211011251,Bayswater,8,1654.10,211011251
211011254,Knoxfield - Scoresby,15.3,1123.00,211011254
211011255,Lysterfield,18.5,357.60,211011255
211011256,Rowville - Central,8.2,1918.30,211011256
211011257,Rowville - North,4.2,1893.60,211011257
211011258,Rowville - South,9.4,1132.70,211011258
211011259,Wantirna,8.3,1761.40,211011259
211011260,Wantirna South,13.4,1376.80,211011260
211011446,Boronia,11.3,2181.00,211011446
211011447,Ferntree Gully - North,7,2080.10,211011447
211011448,Ferntree Gully (South) - Upper Ferntree Gully,9.1,1704.90,211011448
211011449,The Basin,5.7,760.10,211011449
211021261,Donvale - Park Orchards,20.8,806.50,211021261
211021262,Warrandyte - Wonga Park,45.8,223.70,211021262
211031263,Bayswater North,9.9,1215.40,211031263
211031265,Croydon Hills - Warranwood,9.5,1937.50,211031265
211031266,Ringwood,9.9,1981.00,211031266
211031267,Ringwood East,9.4,2327.90,211031267
211031268,Ringwood North,4.7,2072.20,211031268
211031450,Croydon - East,8.1,2121.60,211031450
211031451,Croydon - West,6.8,2181.30,211031451
211031452,Croydon South,2.9,1799.70,211031452
211041269,Forest Hill,4.1,2754.90,211041269
211041270,Mitcham (Vic.),6.6,2636.40,211041270
211041271,Nunawading,5.1,2605.10,211041271
211041272,Vermont,4.6,2462.80,211041272
211041273,Vermont South,6.2,1985.00,211041273
211051274,Belgrave - Selby,55.7,179.50,211051274
211051275,Chirnside Park,22.2,563.30,211051275
211051276,Healesville - Yarra Glen,369.5,38.00,211051276
211051277,Kilsyth,8.2,1295.20,211051277
211051278,Lilydale - Coldstream,109.4,187.70,211051278
211051279,Monbulk - Silvan,68.6,85.10,211051279
211051280,Montrose,10.5,656.40,211051280
211051281,Mooroolbark,12.5,1933.90,211051281
211051282,Mount Dandenong - Olinda,81.9,117.30,211051282
211051283,Mount Evelyn,17,590.50,211051283
211051284,Upwey - Tecoma,8.9,1109.20,211051284
211051285,Wandin - Seville,111.8,71.60,211051285
211051286,Yarra Valley,729.8,23.40,211051286
212011289,Emerald - Cockatoo,371.6,51.00,212011289
212011546,Beaconsfield - Officer,33.3,853.10,212011546
212011547,Bunyip - Garfield,366,28.00,212011547
212011548,Koo Wee Rup,414.7,29.00,212011548
212011549,Pakenham - North East,18.9,865.30,212011549
212011550,Pakenham - North West,24.7,391.40,212011550
212011551,Pakenham - South East,30.9,216.70,212011551
212011552,Pakenham - South West,22.3,1266.60,212011552
212021293,Berwick - North,19.7,1205.00,212021293
212021295,Doveton,5.2,2463.10,212021295
212021297,Hallam,8.1,1482.50,212021297
212021299,Narre Warren North,34.4,237.80,212021299
212021453,Endeavour Hills - North,14.5,839.40,212021453
212021454,Endeavour Hills - South,5.6,2433.00,212021454
212021455,Narre Warren - North East,4.9,2799.10,212021455
212021456,Narre Warren - South West,9.3,1660.50,212021456
212021553,Berwick - South East,9.9,2023.80,212021553
212021554,Berwick - South West,5,2573.00,212021554
212031300,Cranbourne,13,1730.60,212031300
212031303,Cranbourne South,81.7,301.00,212031303
212031304,Cranbourne West,12.9,1930.70,212031304
212031306,Lynbrook - Lyndhurst,7.4,2641.20,212031306
212031308,Pearcedale - Tooradin,98.5,83.80,212031308
212031457,Narre Warren South - East,6.2,2094.70,212031457
212031458,Narre Warren South - West,6.8,2529.30,212031458
212031555,Clyde North - North,6.9,1911.10,212031555
212031556,Clyde North - South,19.7,1252.10,212031556
212031557,Cranbourne East - North,11,2281.00,212031557
212031558,Cranbourne East - South,5.3,2836.80,212031558
212031559,Cranbourne North - East,5.5,2507.70,212031559
212031560,Cranbourne North - West,4.8,2576.60,212031560
212031561,Hampton Park - East,8.2,1628.30,212031561
212031562,Hampton Park - West,5.1,2687.30,212031562
212041309,Clarinda - Oakleigh South,6.3,1858.70,212041309
212041310,Clayton South,7.9,1907.00,212041310
212041312,Dandenong North,9.5,2463.30,212041312
212041313,Dingley Village,7.2,1484.60,212041313
212041316,Noble Park North,3.8,2036.20,212041316
212041317,Springvale,11.1,2171.10,212041317
212041318,Springvale South,4.6,2881.40,212041318
212041459,Noble Park - East,3.8,3636.50,212041459
212041460,Noble Park - West,4.8,4240.20,212041460
212041563,Dandenong - North,8,2868.70,212041563
212041564,Dandenong - South,53.8,186.50,212041564
212041565,Keysborough - North,6.6,2285.30,212041565
212041566,Keysborough - South,23.7,712.80,212041566
212051319,Ashwood - Chadstone,6.7,3122.30,212051319
212051321,Glen Waverley - East,9.2,2475.70,212051321
212051322,Glen Waverley - West,7.7,3022.70,212051322
212051323,Mount Waverley - North,6.5,2654.80,212051323
212051324,Mount Waverley - South,8.7,2365.50,212051324
212051325,Mulgrave,10.7,1957.40,212051325
212051326,Oakleigh - Huntingdale,10.2,2468.40,212051326
212051327,Wheelers Hill,10.4,2038.90,212051327
212051567,Clayton (North) - Notting Hill,5.2,2704.60,212051567
212051568,Clayton - Central,4.2,3595.00,212051568
213011328,Ardeer - Albion,4.6,1723.50,213011328
213011329,Cairnlea,4.4,2279.80,213011329
213011331,Delahey,3.5,2284.40,213011331
213011332,Keilor Downs,7.7,1706.10,213011332
213011333,Kings Park (Vic.),4.4,3143.10,213011333
213011334,St Albans - North,6.5,3219.90,213011334
213011335,St Albans - South,6.3,2835.60,213011335
213011336,Sunshine,4.7,2135.20,213011336
213011337,Sunshine North,8,1558.20,213011337
213011338,Sunshine West,13,1448.90,213011338
213011339,Sydenham,3.9,3032.50,213011339
213011340,Taylors Lakes,18.5,920.70,213011340
213011569,Deer Park,8.1,2283.90,213011569
213011570,Derrimut,13.3,672.30,213011570
213021341,Altona,17.7,804.90,213021341
213021342,Altona Meadows,10.5,1782.70,213021342
213021343,Altona North,16.2,983.30,213021343
213021344,Newport,8.8,2255.80,213021344
213021345,Seabrook,1.6,3063.80,213021345
213021346,Williamstown,7.3,2303.20,213021346
213031347,Braybrook,7.5,2765.70,213031347
213031348,Footscray,5,4178.70,213031348
213031349,Maribyrnong,5.5,2515.40,213031349
213031350,Seddon - Kingsville,1.7,5821.60,213031350
213031351,West Footscray - Tottenham,6,2165.80,213031351
213031352,Yarraville,5.6,2890.20,213031352
213041353,Bacchus Marsh,196.3,135.40,213041353
213041358,Melton West,24.2,937.60,213041358
